,Plant Name,Other Names,Plant Type,Plant Size,Growing Zones,Rainfall,Summer Rainfall,Sun,Moisture,Soil,Coldest Month,Hottest Month,Cold Tolerance,Humidity,Elevation,Uses,Flower Color,Ease of Care,Sightings,Image,Calscape url
455,Vicia americana ssp. americana,Botanical Names: Vicia americana var. americana,"Vine, Perennial herb",,,"5.2"" - 158.0""","0.14"" - 5.80""",Part Shade,,," 27.0"" - 55.1"""," 49.2"" - 80.8""",,"0.09"" - 33.76""","1"" - 8772""",Butterfly Gardens,,,5006,https://static.inaturalist.org/photos/5694910/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Vicia-americana-ssp.-americana-(American-Vetch)?srchcr=sc61b1964136472"
456,Bromus carinatus var. carinatus,Common Names: California Brome,Grasses,5 ft tall,,"2.7"" - 129.6""","0.15"" - 3.95""","Full Sun,  Part Shade",,," 10.8"" - 58.7"""," 34.1"" - 88.4""",,"0.01"" - 39.29""","-113"" - 14090""",,Brown,,1002,https://inaturalist-open-data.s3.amazonaws.com/photos/11796/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Bromus-carinatus-var.-carinatus-(Mountain-Brome)?srchcr=sc61b1964136472"
457,Pentagramma triangularis ssp. triangularis,"Botanical Names: Pentagramma triangularis ssp. semipallidaCommon Names: Goldback Fern, Western Goldfern",Fern,,,"6.5"" - 83.9""","0.13"" - 3.07""","Part Shade,  Full Shade",,," 27.1"" - 57.4"""," 44.6"" - 80.8""",,"0.01"" - 30.40""","-293"" - 9001""",,,,6223,https://inaturalist-open-data.s3.amazonaws.com/photos/302400/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Pentagramma-triangularis-ssp.-triangularis-(Gold-Back-Fern)?srchcr=sc61b1964136472"
458,Phacelia cicutaria var. hispida,,Annual herb,0.6 - 2 ft tall,,"3.5"" - 43.7""","0.14"" - 2.42""","Full Sun,  Part Shade",,," 31.7"" - 58.8"""," 60.5"" - 87.8""",,"0.84"" - 38.88""","-32"" - 6838""","Butterfly Gardens, Bee Gardens","White,  Lavender",,3598,https://inaturalist-open-data.s3.amazonaws.com/photos/31426/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Phacelia-cicutaria-var.-hispida-(Caterpillar-Phacelia)?srchcr=sc61b1964136472"
459,Heterotheca sessiliflora ssp. echioides,Common Names: Sessileflower False Goldenaster,Perennial herb,4 ft tall,,"6.4"" - 58.3""","0.16"" - 2.69""","Full Sun,  Part Shade",,," 23.0"" - 55.7"""," 43.0"" - 83.2""",,"0.43"" - 34.07""","7"" - 12461""","Butterfly Gardens, Bee Gardens",,,1216,https://inaturalist-open-data.s3.amazonaws.com/photos/43655859/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Heterotheca-sessiliflora-ssp.-echioides-(Bristly-Goldenaster)?srchcr=sc61b1964136472"
460,Isocoma menziesii var. menziesii,,Shrub,7 ft tall,,"8.1"" - 25.7""","0.15"" - 1.41""",Full Sun,,," 39.6"" - 56.9"""," 63.0"" - 80.1""",,"0.85"" - 28.78""","-3"" - 3874""",Bee Gardens,Yellow,,6992,https://inaturalist-open-data.s3.amazonaws.com/photos/53759750/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Isocoma-menziesii-var.-menziesii-(Menzies\'-Goldenbush)?srchcr=sc61b1964136472"
461,Claytonia perfoliata ssp. mexicana,,Annual herb,1.3 ft tall,"['USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)']","5.8"" - 57.0""","0.15"" - 3.00""",Shade,,," 30.6"" - 57.4"""," 60.2"" - 80.2""",,"0.01"" - 29.39""","0"" - 7863""",,,,15741,https://inaturalist-open-data.s3.amazonaws.com/photos/12032138/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Claytonia-perfoliata-ssp.-mexicana-(Southern-Miner\'s-Lettuce)?srchcr=sc61b1964136472"
462,Mucronea californica,,Annual herb,0.1 - 1.6 ft tall,,"5.1"" - 34.9""","0.18"" - 2.53""",Full Sun,,," 34.6"" - 57.7"""," 62.6"" - 80.2""",,"0.74"" - 34.61""","-3814"" - 6013""",,,,55,https://static.inaturalist.org/photos/12552099/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Mucronea-californica-(California-Spineflower)?srchcr=sc61b1964136472"
463,Delphinium parryi ssp. parryi,Common Names: San Bernardino Larkspur,Perennial herb,0.5 - 3.5 ft tall.25 ft wide,,"5.6"" - 49.7""","0.13"" - 3.07""","Full Sun, Part Shade",,," 34.9"" - 57.6"""," 60.7"" - 86.2""",,"0.41"" - 37.09""","0"" - 7115""","Hummingbird Gardens, Bee Gardens","Blue,  Purple",Moderately Easy,886,https://static.inaturalist.org/photos/33011489/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Delphinium-parryi-ssp.-parryi-(Parry\'s-Larkspur)?srchcr=sc61b1964136472"
464,Tauschia arguta,Common Names: Southern Umbrellawort,Perennial herb,1 - 2.3 ft tall,,"4.9"" - 47.1""","0.15"" - 2.95""","Full Sun,  Part Shade",,," 33.4"" - 58.3"""," 61.0"" - 87.0""",,"1.21"" - 37.82""","30"" - 7419""",,Yellow,,536,https://inaturalist-open-data.s3.amazonaws.com/photos/663884/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Tauschia-arguta-(Southern-Tauschia)?srchcr=sc61b1964136472"
465,Sanicula bipinnata,,Perennial herb,2 ft tall,,"7.4"" - 67.2""","0.15"" - 1.90""","Full Sun,  Part Shade",,," 36.2"" - 56.0"""," 59.5"" - 80.4""",,"0.61"" - 26.94""","65"" - 7071""",,"Yellow,  Cream",,233,https://inaturalist-open-data.s3.amazonaws.com/photos/33336297/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Sanicula-bipinnata-(Poison-Sanicle)?srchcr=sc61b1964136472"
466,Centromadia pungens,"Botanical Names: Hemizonia pungens,Hemizonia pungens;Hemizonia pungensCommon Names: Common Tarweed",Annual herb,4 ft tall,,"4.3"" - 58.5""","0.14"" - 1.46""",Full Sun,,," 28.0"" - 56.1"""," 59.4"" - 87.4""",,"0.49"" - 38.67""","-33"" - 5841""",Bee Gardens,Yellow,,472,https://inaturalist-open-data.s3.amazonaws.com/photos/93196/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Centromadia-pungens-(Common-Spikeweed)?srchcr=sc61b1964136472"
467,Lupinus sparsiflorus ssp. sparsiflorus,,"Perennial herb, Annual herb",,,"2.7"" - 39.4""","0.15"" - 2.17""",Full Sun,,," 35.2"" - 59.4"""," 62.4"" - 87.8""",,"1.85"" - 40.39""","10"" - 6768""",Bee Gardens,"Blue,  Lavender,  Purple",,1602,https://inaturalist-open-data.s3.amazonaws.com/photos/1674822/small.JPG,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lupinus-sparsiflorus-ssp.-sparsiflorus-(Coulter\'s-Lupine)?srchcr=sc61b1964136472"
468,Plantago elongata,"Botanical Names: Plantago bigelovii,Plantago elongata ssp. pentaspermaCommon Names: Longleaf Plantain, Prairie Plantain, Slender Plantain",Annual herb,7.1 in tall,,"6.4"" - 61.0""","0.14"" - 1.89""",Full Sun,,," 43.0"" - 55.7"""," 58.9"" - 80.9""",,"0.12"" - 29.19""","0"" - 4211""",,,,129,https://inaturalist-open-data.s3.amazonaws.com/photos/202946/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Plantago-elongata-(Coast-Plantain)?srchcr=sc61b1964136472"
469,Mimulus fremontii var. fremontii,Botanical Names: Mimulus subsecundus,Annual herb,0.36 - 7.9 in tall,,"4.0"" - 50.3""","0.13"" - 2.34""",Part Shade,,," 33.2"" - 55.1"""," 62.1"" - 82.9""",,"0.67"" - 34.18""","218"" - 6872""","Hummingbird Gardens, Butterfly Gardens, Bee Gardens",Pink,,266,https://inaturalist-open-data.s3.amazonaws.com/photos/3944206/small.jpg?1465369617,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Mimulus-fremontii-var.-fremontii-(One-Sided-Monkeyflower)?srchcr=sc61b1964136472"
470,Uropappus lindleyi,"Common Names: Silver Puffs, Silverpuffs",Annual herb,2.3 ft tall,,"3.5"" - 73.6""","0.14"" - 2.97""",Full Sun,,," 32.3"" - 59.8"""," 59.1"" - 87.2""",,"0.47"" - 39.91""","0"" - 8079""",,,,3025,https://inaturalist-open-data.s3.amazonaws.com/photos/7015916/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Uropappus-lindleyi-(Uropappus)?srchcr=sc61b1964136472"
471,Malacothamnus fasciculatus var. fasciculatus,Common Names: Mendocino Bushmallow,Shrub,3.3 - 2.3 ft tall,,"9.7"" - 45.3""","0.18"" - 2.83""","Full Sun,  Part Shade",,," 38.1"" - 56.0"""," 59.5"" - 80.8""",,"0.82"" - 29.74""","24"" - 8715""",Hummingbird Gardens,Pink,,4449,https://static.inaturalist.org/photos/19155029/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Malacothamnus-fasciculatus-var.-fasciculatus-(Chaparral-Bush-Mallow)?srchcr=sc61b1964136472"
472,Funastrum cynanchoides,,Perennial herb,,,"3.3"" - 24.2""","0.26"" - 1.97""",,,," 46.0"" - 63.2"""," 69.2"" - 88.0""",,"1.51"" - 40.79""","99"" - 4439""",Butterfly Gardens,"Pink,  Purple",,1111,https://inaturalist-open-data.s3.amazonaws.com/photos/125794/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Funastrum-cynanchoides-(Fringed-Twinevine)?srchcr=sc61b1964136472"
473,Descurainia pinnata,"Common Names: Green Tansymustard, Menzies' Tansymustard, Pinnate Tansy Mustard, Pinnate Tansymustard",Annual herb,,,"2.7"" - 120.8""","0.14"" - 4.10""",,,," 24.2"" - 62.2"""," 46.3"" - 89.1""",,"0.59"" - 42.79""","-136"" - 10329""",Butterfly Gardens,Yellow,,2030,https://inaturalist-open-data.s3.amazonaws.com/photos/3038283/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Descurainia-pinnata-(Western-Tansymustard)?srchcr=sc61b1964136472"
474,Galium aparine,"Common Names: Catchweed Bedstraw, Cleaverwort, Clivers, Goose Grass, Goosegrass, Scarthgrass, Stickywilly",Annual herb,10.8 in tall,,"6.7"" - 117.5""","0.14"" - 3.95""",,,Prefers loamy or clay soils.  Grows poorly in sandy soils.," 10.8"" - 57.4"""," 34.1"" - 81.0""",,"0.21"" - 30.99""","-22"" - 14090""",,Green,,37995,https://static.inaturalist.org/photos/79984095/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Galium-aparine-(Common-Bedstrawm-Cleavers)?srchcr=sc61b1964136472"
475,Gnaphalium palustre,"Common Names: Lowland Cudweed, Marsh Everlasting",Annual herb,11.8 in tall,,"4.4"" - 151.6""","0.14"" - 5.67""",,,," 19.1"" - 60.0"""," 42.0"" - 87.6""",,"0.04"" - 40.42""","-4"" - 12721""",,Brown,,627,https://inaturalist-open-data.s3.amazonaws.com/photos/8082065/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Gnaphalium-palustre-(Western-Marsh-Cudweed)?srchcr=sc61b1964136472"
476,Lasthenia gracilis,"Common Names: California Goldfields, Needle Goldfields, Valley Goldfields",Annual herb,,,"3.2"" - 94.6""","0.14"" - 2.65""",,,," 24.6"" - 59.5"""," 45.5"" - 88.0""",,"0.47"" - 38.85""","-130"" - 11310""",,Yellow,,1738,https://inaturalist-open-data.s3.amazonaws.com/photos/266552/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lasthenia-gracilis-(Common-Goldfields)?srchcr=sc61b1964136472"
477,Lepidium virginicum,Common Names: Virginia Pepperweed,Annual herb,0.33 - 1.6 ft tall,,"4.3"" - 91.6""","0.14"" - 3.19""",,,," 20.9"" - 59.4"""," 49.4"" - 87.4""",,"0.29"" - 39.81""","4"" - 9851""",,"White,  Green",,8846,https://inaturalist-open-data.s3.amazonaws.com/photos/62402359/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lepidium-virginicum-(Least-Pepperweed)?srchcr=sc61b1964136472"
478,Lepidium lasiocarpum,Common Names: Hairypod Pepperweed,Annual herb,,,"2.5"" - 81.8""","0.16"" - 2.95""",,,," 32.0"" - 63.4"""," 59.7"" - 89.3""",,"0.80"" - 46.45""","-198"" - 8177""",,,,954,https://inaturalist-open-data.s3.amazonaws.com/photos/272682/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lepidium-lasiocarpum-(Shaggyfruit-Pepperweed)?srchcr=sc61b1964136472"
479,Stephanomeria exigua,Common Names: Wire Lettuce,Annual herb,,,"3.0"" - 60.0""","0.14"" - 2.90""",,,," 25.3"" - 60.6"""," 49.6"" - 88.8""",,"0.39"" - 40.82""","-82"" - 9530""",,,,1355,https://inaturalist-open-data.s3.amazonaws.com/photos/47337098/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Stephanomeria-exigua-(Small-Wirelettuce)?srchcr=sc61b1964136472"
480,Galium angustifolium ssp. angustifolium,,Perennial herb,,,"4.2"" - 50.6""","0.13"" - 2.84""",,,," 30.5"" - 58.3"""," 58.0"" - 87.0""",,"0.91"" - 37.81""","1"" - 8482""",,,,1962,https://inaturalist-open-data.s3.amazonaws.com/photos/2163365/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Galium-angustifolium-ssp.-angustifolium-(Narrowleaf-Bedstraw)?srchcr=sc61b1964136472"
481,Caulanthus lasiophyllus,"Common Names: Coast Wild Cabbage, Hairyleaf Wildcabbage",Annual herb,,,"2.6"" - 52.9""","0.13"" - 2.67""",,,," 35.2"" - 63.0"""," 58.6"" - 89.2""",,"0.75"" - 42.79""","-166"" - 5599""",,"White,  Green",,833,https://static.inaturalist.org/photos/1082968/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Caulanthus-lasiophyllus-(California-Mustard)?srchcr=sc61b1964136472"
482,Stachys rigida,Common Names: Rigid Hedgenettle,Perennial herb,2 - 3.3 ft tall,,"4.8"" - 158.0""","0.16"" - 5.80""",,,," 28.0"" - 58.8"""," 47.3"" - 87.5""",,"0.01"" - 38.31""","-23"" - 8910""","Hummingbird Gardens, Bird Gardens, Bee Gardens",,,1783,https://inaturalist-open-data.s3.amazonaws.com/photos/81898704/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Stachys-rigida-(Rough-Hedgenettle)?srchcr=sc61b1964136472"
483,Cuscuta californica,Common Names: California Dodder,"Vine, Annual herb",,,"3.0"" - 115.6""","0.14"" - 3.95""",,,," 21.3"" - 61.4"""," 49.1"" - 88.8""",,"0.29"" - 42.79""","-15"" - 11012""",,White,,2540,https://inaturalist-open-data.s3.amazonaws.com/photos/6916348/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Cuscuta-californica-(Chaparral-Dodder)?srchcr=sc61b1964136472"
484,Plagiobothrys nothofulvus,"Common Names: Foothill Snowdrops, Rusty Popcorn Flower, Rusty-haired Popcorn Flower",Annual herb,0.7 - 2.3 ft tall,,"7.0"" - 117.4""","0.15"" - 3.43""",,,," 29.5"" - 55.4"""," 57.2"" - 80.3""",,"0.39"" - 30.46""","20"" - 6498""",,,,2804,https://inaturalist-open-data.s3.amazonaws.com/photos/35442018/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Plagiobothrys-nothofulvus-(Rusty-Popcornflower)?srchcr=sc61b1964136472"
485,Trifolium depauperatum,"Common Names: Balloon Sack Clover, Poverty Clover",Annual herb,,,"7.0"" - 117.4""","0.14"" - 3.43""",,,," 31.9"" - 57.3"""," 57.2"" - 81.0""",,"0.44"" - 29.36""","-293"" - 6588""",,"Pink,  White,  Purple",,1103,https://inaturalist-open-data.s3.amazonaws.com/photos/6102146/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Trifolium-depauperatum-(Cowbag-Clover)?srchcr=sc61b1964136472"
486,Cryptantha clevelandii,,Annual herb,0.33 - 2 ft tall,,"7.0"" - 52.2""","0.14"" - 1.17""",,,," 36.1"" - 57.1"""," 58.4"" - 80.2""",,"0.41"" - 27.85""","-17"" - 5993""",,White,,95,https://inaturalist-open-data.s3.amazonaws.com/photos/6409420/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Cryptantha-clevelandii-(Cleveland\'s-Cryptantha)?srchcr=sc61b1964136472"
487,Cryptantha micrantha,"Common Names: Purpleroot Pick-me-not, Redroot Catseye",Annual herb,,,"2.6"" - 46.0""","0.17"" - 3.55""",,,," 27.1"" - 61.4"""," 51.8"" - 89.3""",,"2.00"" - 42.79""","-190"" - 9879""",,White,,167,https://inaturalist-open-data.s3.amazonaws.com/photos/9228987/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Cryptantha-micrantha-(Redroot-Cryptantha)?srchcr=sc61b1964136472"
488,Chaenactis glabriuscula var. glabriuscula,Common Names: Common Yellow Chaenactis,Annual herb,,,"4.8"" - 66.5""","0.13"" - 2.95""",,,," 24.6"" - 58.9"""," 45.5"" - 87.5""",,"0.73"" - 38.44""","2"" - 11310""",,,,1648,https://inaturalist-open-data.s3.amazonaws.com/photos/13336/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Chaenactis-glabriuscula-var.-glabriuscula-(Yellow-Pincushion)?srchcr=sc61b1964136472"
489,Astragalus didymocarpus,Common Names: Two-seeded Milkvetch,Annual herb,1 - 11.8 in tall,,"3.0"" - 51.2""","0.13"" - 2.54""",,,," 38.5"" - 60.2"""," 61.8"" - 89.3""",,"0.80"" - 40.70""","-247"" - 5258""",,"Yellow,  White,  Purple",,159,https://inaturalist-open-data.s3.amazonaws.com/photos/8059982/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Astragalus-didymocarpus-(Dwarf-White-Milkvetch)?srchcr=sc61b1964136472"
490,Erigeron foliosus var. foliosus,Common Names: Thread-stemmed Fleabane,"Perennial Herb, Shrub",,,"5.6"" - 104.0""","0.14"" - 3.55""",,,," 24.3"" - 57.6"""," 49.7"" - 86.2""",,"0.68"" - 37.09""","7"" - 9879""",Bee Gardens,"White,  Lavender,  Yellow",,2003,https://inaturalist-open-data.s3.amazonaws.com/photos/16760/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Erigeron-foliosus-var.-foliosus-(Leafy-Fleabane)?srchcr=sc61b1964136472"
491,Camissonia strigulosa,Common Names: Sandy-soil Suncup,Annual herb,1.6 ft tall,,"3.6"" - 56.5""","0.14"" - 2.95""",,,," 33.0"" - 56.8"""," 58.2"" - 87.2""",,"0.40"" - 38.27""","-245"" - 6798""",,"Yellow,  Red",,385,https://inaturalist-open-data.s3.amazonaws.com/photos/12735/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Camissonia-strigulosa-(Sandysoil-Suncup)?srchcr=sc61b1964136472"
492,Plagiobothrys canescens,Common Names: Grey Popcornflower,Annual herb,0.33 - 2 ft tall,,"4.0"" - 68.1""","0.13"" - 2.98""",,,," 35.3"" - 57.0"""," 58.8"" - 81.6""",,"0.51"" - 34.08""","10"" - 5917""",,"White,  Purple",,93,https://inaturalist-open-data.s3.amazonaws.com/photos/66854056/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Plagiobothrys-canescens-(Valley-Popcornflower)?srchcr=sc61b1964136472"
493,Euphorbia polycarpa,"Common Names: Small-seeded Sandmat, Small-seeded Spurge","Perennial herb, Succulent",3.3 ft tall,,"2.7"" - 43.2""","0.18"" - 2.85""",,,," 33.3"" - 63.2"""," 59.3"" - 89.4""",,"0.43"" - 43.93""","-3271"" - 7372""",,White,,3911,https://inaturalist-open-data.s3.amazonaws.com/photos/3240282/small.JPG,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Euphorbia-polycarpa-(Smallseed-Sandmat)?srchcr=sc61b1964136472"
494,Pectocarya penicillata,"Common Names: Shortleaf Combseed, Sleeping Combseed, Winged Combseed",Annual herb,0.8 - 9.8 in tall,,"3.0"" - 49.7""","0.14"" - 2.98""",,,," 33.2"" - 60.4"""," 59.4"" - 88.8""",,"0.52"" - 40.10""","-30"" - 7432""",,"White,  Green",,179,https://inaturalist-open-data.s3.amazonaws.com/photos/8185166/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Pectocarya-penicillata-(Northern-Pectocarya)?srchcr=sc61b1964136472"
495,Pectocarya linearis,,Annual herb,,,"2.2"" - 32.5""","0.14"" - 2.15""",,,," 39.6"" - 60.6"""," 63.0"" - 90.2""",,"1.06"" - 48.19""","-214"" - 5690""",,,,453,https://inaturalist-open-data.s3.amazonaws.com/photos/12577192/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Pectocarya-linearis-(Sagebrush-Combseed)?srchcr=sc61b1964136472"
496,Microseris douglasii,Common Names: Douglas' Microseris,Annual Herb,1.9 in tall,,"5.9"" - 84.2""","0.14"" - 1.63""",,,," 33.7"" - 57.2"""," 53.1"" - 80.9""",,"0.09"" - 29.28""","3"" - 7676""",,,,192,https://inaturalist-open-data.s3.amazonaws.com/photos/7974648/small.jpeg?1544161254,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Microseris-douglasii-(Douglas\'-Silverpuffs)?srchcr=sc61b1964136472"
497,Cirsium occidentale var. californicum,"Common Names: Bigelow Thistle, Cobwebby Thistle",Perennial herb,,,"4.0"" - 80.7""","0.14"" - 3.14""",,,," 29.5"" - 57.2"""," 52.0"" - 84.5""",,"0.74"" - 36.04""","-30"" - 8771""",Butterfly Gardens,"Pink,  Purple",,5449,https://inaturalist-open-data.s3.amazonaws.com/photos/19374571/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Cirsium-occidentale-var.-californicum-(California-Thistle)?srchcr=sc61b1964136472"
498,Pellaea mucronata var. mucronata,,Fern,,,"4.6"" - 76.4""","0.14"" - 3.08""",,,," 26.2"" - 58.8"""," 51.6"" - 87.5""",,"0.43"" - 38.31""","20"" - 8232""",,,,2480,https://inaturalist-open-data.s3.amazonaws.com/photos/12780/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Pellaea-mucronata-var.-mucronata-(Bird\'s-foot-Fern)?srchcr=sc61b1964136472"
499,Rorippa curvisiliqua,"Common Names: Curvepod Yellow-cress, Western Yellow Cress, Western Yellow-cress, Western Yellowcress","Annual herb, Perennial herb",1 ft tall,,"3.3"" - 125.9""","0.15"" - 3.82""",,,"Adaptable, tolerant of sand, loam and clay"," 21.1"" - 59.5"""," 41.2"" - 88.2""",,"0.17"" - 39.23""","2"" - 11289""",Bogs and Ponds,Yellow,,138,https://inaturalist-open-data.s3.amazonaws.com/photos/1687007/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Rorippa-curvisiliqua-(Curvepod-Yellowcress)?srchcr=sc61b1964136472"
500,Panicum capillare,Common Names: Witchgrass,Grasses,3.3 ft tall,,"3.0"" - 118.6""","0.14"" - 4.06""",,,," 26.0"" - 60.2"""," 48.9"" - 88.4""",,"0.20"" - 42.31""","3"" - 10191""",,Brown,,2248,https://inaturalist-open-data.s3.amazonaws.com/photos/1150604/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Panicum-capillare-(Witch-Grass)?srchcr=sc61b1964136472"
501,Isocoma menziesii var. vernonioides,,Shrub,,,"7.2"" - 46.5""","0.14"" - 1.65""",,,," 37.7"" - 57.3"""," 61.2"" - 83.4""",,"0.68"" - 34.96""","-30"" - 5181""",Bee Gardens,Yellow,,6992,https://inaturalist-open-data.s3.amazonaws.com/photos/53759750/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Isocoma-menziesii-var.-vernonioides-(Green-leaved-Dune-Goldenbush)?srchcr=sc61b196441abee"
502,Urtica dioica,"Common Names: California Nettle, Slender Nettle, Stinging Nettle, Tall Nettle",Perennial herb,,,"5.6"" - 76.8""","0.13"" - 4.22""",,,," 22.9"" - 56.3"""," 46.3"" - 80.9""",,"0.05"" - 29.78""","-1"" - 10600""",Butterfly Gardens,,,57458,https://inaturalist-open-data.s3.amazonaws.com/photos/31199444/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Urtica-dioica-(Common-Nettle)?srchcr=sc61b196441abee"
503,Eucrypta chrysanthemifolia var. chrysanthemifolia,,Annual herb,3 ft tall,,"6.4"" - 48.0""","0.15"" - 2.45""",,,," 33.5"" - 56.4"""," 61.0"" - 84.2""",,"0.66"" - 34.96""","-43"" - 7419""",,"Lavender,  White",,1737,https://static.inaturalist.org/photos/89544763/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Eucrypta-chrysanthemifolia-var.-chrysanthemifolia-(Spotted-Hideseed)?srchcr=sc61b196441abee"
504,Tropidocarpum gracile,"Common Names: Slender Keel Fruit, Slender Tropidocarpum",Annual herb,0.33 - 1.6 ft tall,,"2.9"" - 59.6""","0.14"" - 2.31""",,,," 32.5"" - 59.5"""," 58.8"" - 88.4""",,"0.40"" - 39.45""","7"" - 6351""",,"Yellow,  Purple",,344,https://inaturalist-open-data.s3.amazonaws.com/photos/19926/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Tropidocarpum-gracile-(Dobie-Pod)?srchcr=sc61b196441abee"
505,Oligomeris linifolia,"Common Names: Linearleaf Combess, Oligomeris",Annual herb,1.2 - 1.5 ft tall,,"1.9"" - 48.0""","0.15"" - 2.40""",,,," 31.6"" - 63.7"""," 57.6"" - 90.4""",,"1.28"" - 48.67""","-251"" - 6883""",,White,,374,https://static.inaturalist.org/photos/1587679/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Oligomeris-linifolia-(Lineleaf-Whitepuff)?srchcr=sc61b196441abee"
506,Lepidium lasiocarpum ssp. lasiocarpum,"Common Names: Hairy-pod Pepperwort, Hairypod Pepperweed",Annual herb,,,"2.5"" - 38.5""","0.16"" - 2.59""",,,," 32.0"" - 63.4"""," 59.9"" - 89.0""",,"0.80"" - 46.45""","-198"" - 8174""",,,,954,https://inaturalist-open-data.s3.amazonaws.com/photos/272682/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lepidium-lasiocarpum-ssp.-lasiocarpum-(Shaggyfruit-Pepperweed)?srchcr=sc61b196441abee"
507,Mentzelia veatchiana,"Common Names: Whitestem Blazingstar, Whitestem Stickleaf",Annual herb,1.5 ft tall,,"1.9"" - 53.7""","0.17"" - 3.10""",,,," 26.3"" - 60.6"""," 53.5"" - 88.3""",,"1.05"" - 46.19""","-5"" - 8798""",Bee Gardens,"Yellow,  Orange",,163,https://inaturalist-open-data.s3.amazonaws.com/photos/3966860/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Mentzelia-veatchiana-(Veatch\'s-Blazingstar)?srchcr=sc61b196441abee"
